"ID","Tanggal","Judul","Kategori","Brand","Format","Status","Platform","Catatan","Hook AI","Caption Draft","Hastags","Link Referensi","Link Post Asli","Reach","Tayangan","Likes","Comments","Saves","Shares","Total Interaks","ER %","Tipe Iklan","Biaya Iklan","Goal","Goal Desc","Column 1","Column 28","Column 29","Column 30","Column 31","Column 32"
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","0.00","0","","","","","","","","","",""
